sample.id,Abundance,Potential_N,Potential_N_micro,management,N.dosage,Genotype,Inoculant,Growth.stage,Kingdom,Phylum,Class,Order,Family,Genus
NIL 1_N:0_None_VT,0.234968284,1280.82776,1.281,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.234894518,1065.906029,1.066,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.234894518,1294.925621,1.295,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.234894518,1865.606589,1.866,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.234894518,2027.745224,2.028,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.23090512,1014.828984,1.015,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_V8,0.23090512,1046.623931,1.047,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_V8,0.23090512,1251.098298,1.251,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.230316342,1052.989525,1.053,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.230316342,1114.240465,1.114,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.230316342,1775.648201,1.776,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_Proven_V8,0.229959398,1065.906029,1.066,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_Proven_V8,0.229959398,1294.925621,1.295,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_Proven_V8,0.229959398,1865.606589,1.866,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_Proven_V8,0.229959398,2027.745224,2.028,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_Proven_V8,0.22717498,1065.906029,1.066,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_V8,0.22717498,1294.925621,1.295,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_V8,0.22717498,1865.606589,1.866,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_V8,0.22717498,2027.745224,2.028,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_VT,0.224900087,1291.10839,1.291,N:67_None,N:67,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_VT,0.224900087,1427.823094,1.428,N:67_None,N:67,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_VT,0.224900087,1454.325802,1.454,N:67_None,N:67,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_VT,0.224900087,1945.528892,1.946,N:67_None,N:67,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_VT,0.222383737,967.3209525,0.967,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_VT,0.222383737,987.2726761,0.987,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_VT,0.222383737,1364.055813,1.364,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_VT,0.222383737,1865.590342,1.866,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_VT,0.221038469,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_VT,0.221038469,918.170268,0.918,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_VT,0.221038469,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_V8,0.22047698,1052.989525,1.053,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_V8,0.22047698,1114.240465,1.114,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_V8,0.22047698,1775.648201,1.776,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.219074318,725.1611327,0.725,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.219074318,904.1219025,0.904,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.219074318,941.7953171,0.942,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.219074318,1060.130786,1.06,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.218561361,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.218561361,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.218561361,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.218561361,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.217598475,1052.989525,1.053,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_V8,0.217598475,1114.240465,1.114,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_V8,0.217598475,1775.648201,1.776,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.213523132,724.7807451,0.725,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.213523132,1045.850344,1.046,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.213523132,1115.461691,1.115,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.213523132,1596.485479,1.596,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.213523132,724.7807451,0.725,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_V8,0.213523132,1045.850344,1.046,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_V8,0.213523132,1115.461691,1.115,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_V8,0.213523132,1596.485479,1.596,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.212783799,815.7903832,0.816,N:67_None,N:67,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_VT,0.212783799,1171.951717,1.172,N:67_None,N:67,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_VT,0.212783799,1310.244886,1.31,N:67_None,N:67,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_VT,0.212783799,2059.831068,2.06,N:67_None,N:67,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.209375055,725.1611327,0.725,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.209375055,904.1219025,0.904,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.209375055,941.7953171,0.942,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.209375055,1060.130786,1.06,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.207200207,1014.828984,1.015,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_V8,0.207200207,1046.623931,1.047,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_V8,0.207200207,1251.098298,1.251,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.205295387,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.205295387,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.205295387,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.205295387,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_V8,0.204162276,903.1248924,0.903,N:0_Proven,N:0,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_V8,0.204162276,1220.794711,1.221,N:0_Proven,N:0,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_V8,0.204162276,1229.367502,1.229,N:0_Proven,N:0,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_VT,0.203673351,823.7605828,0.824,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_VT,0.203673351,906.1844817,0.906,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_VT,0.203673351,907.7384185,0.908,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_VT,0.203673351,1280.82776,1.281,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_None_VT,0.197132468,967.3209525,0.967,N:67_None,N:67,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_VT,0.197132468,987.2726761,0.987,N:67_None,N:67,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_VT,0.197132468,1364.055813,1.364,N:67_None,N:67,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_VT,0.197132468,1865.590342,1.866,N:67_None,N:67,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.195134643,868.406438,0.868,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.195134643,936.3858374,0.936,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.195134643,948.5851959,0.949,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.195134643,1436.633929,1.437,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.194738297,724.7807451,0.725,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.194738297,1045.850344,1.046,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.194738297,1115.461691,1.115,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.194738297,1596.485479,1.596,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.19172553,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.19172553,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.19172553,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.19172553,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.189773952,868.406438,0.868,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.189773952,936.3858374,0.936,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.189773952,948.5851959,0.949,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.189773952,1436.633929,1.437,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.189352876,868.406438,0.868,N:67_Proven,N:67,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.189352876,936.3858374,0.936,N:67_Proven,N:67,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.189352876,948.5851959,0.949,N:67_Proven,N:67,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.189352876,1436.633929,1.437,N:67_Proven,N:67,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.186355166,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.186355166,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.186355166,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.186355166,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.185782075,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_VT,0.185782075,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_VT,0.185782075,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_VT,0.185782075,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_VT,0.183451783,725.1611327,0.725,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.183451783,904.1219025,0.904,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.183451783,941.7953171,0.942,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.183451783,1060.130786,1.06,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_V8,0.179042593,516.1674651,0.516,N:0_None,N:0,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_V8,0.179042593,796.9841759,0.797,N:0_None,N:0,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_V8,0.179042593,887.5058724,0.888,N:0_None,N:0,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_V8,0.179042593,1008.689388,1.009,N:0_None,N:0,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_V8,0.179042593,1137.333952,1.137,N:0_None,N:0,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_V8,0.171479734,752.5340089,0.753,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_V8,0.171479734,801.4305873,0.801,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.169035314,863.0964207,0.863,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.169035314,1352.706321,1.353,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.169035314,1441.335327,1.441,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.169035314,1787.516619,1.788,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.166305429,1014.828984,1.015,N:0_None,N:0,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.166305429,1046.623931,1.047,N:0_None,N:0,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.166305429,1251.098298,1.251,N:0_None,N:0,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_VT,0.162309598,1054.770233,1.005,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_VT,0.162309598,1098.509903,1.099,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_VT,0.162309598,1114.89202,1.115,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_VT,0.162309598,1521.753388,1.522,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
